""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0051651"	"BP"	"GO:0051651"	"maintenance of location in cell"	"81/4576"	"226/18903"	5.44548082776788e-05	0.00265755965852126	0.00209090830826972	"65018/57190/81573/29899/2946/6280/477/844/6262/3192/6546/55704/9168/3708/7220/3954/3064/202018/287/817/2247/64083/5144/2149/309/2760/9474/2852/857/1020/3638/7114/1756/286527/2316/4067/55636/8989/56704/10210/23230/55151/7295/3309/3934/25792/2495/219931/5031/7405/84959/288/5552/9446/3709/3356/22873/22821/5587/9472/30001/207/7782/5371/23568/8996/1535/5048/6348/3690/2548/2280/8943/79085/5566/348/2512/400916/11015/25777/706"	81
"GO:0034599"	"BP"	"GO:0034599"	"cellular response to oxidative stress"	"99/4576"	"288/18903"	5.93706994548785e-05	0.00287568455555133	0.00226252408290653	"65018/57190/83667/6421/80149/5052/5563/3725/4170/405/4921/51022/2034/7444/5163/55139/27086/11235/6649/5978/1909/5562/8382/7124/2534/135112/5796/8876/7128/6648/5071/3569/358/1956/51142/3315/3082/50640/10013/538/51765/2936/55290/8989/27067/94241/3297/6505/301/29979/8013/7295/7099/2021/221/4314/8644/5599/84883/10105/10935/59338/664/4257/120892/488/2706/2308/8428/328/5587/2643/3091/2530/1965/10516/9529/207/7168/5371/25942/5151/55829/4363/4313/8996/1728/7157/4137/5831/55364/596/140885/83959/5111/51526/655/22933/558"	99
"GO:0016197"	"BP"	"GO:0016197"	"endosomal transport"	"87/4576"	"247/18903"	6.09226372886646e-05	0.00291218883401135	0.00229124483010582	"9341/23585/23673/54741/7813/6272/81609/5872/8674/10228/8934/338382/9784/30845/9648/54520/10254/10123/55207/54918/25978/55773/7879/57533/84162/57182/112574/8878/51534/51429/5071/79778/29886/22853/9367/51201/137492/91782/23484/55353/157680/51510/51271/7415/19/10807/23258/7251/392/10938/738/91056/5870/8027/653145/9559/143187/404636/23085/51026/120892/9182/400/51699/9201/1203/25938/58533/382/9495/54551/25963/23274/83547/9905/57132/57724/9525/27131/10079/8943/80700/9230/58513/8218/26088/7109"	87
"GO:0051098"	"BP"	"GO:0051098"	"regulation of binding"	"123/4576"	"372/18903"	6.10284837925383e-05	0.00291218883401135	0.00229124483010582	"56998/26119/3925/10269/5792/3725/10542/6281/23557/57326/90780/8751/10763/3428/5824/1660/64388/22924/119/3676/7341/2043/8864/8536/5468/23228/7474/868/23129/5028/3280/118/4487/5530/51176/9693/3148/1601/4015/5515/2296/3077/10211/1026/5071/857/1020/6604/7114/23641/2332/23462/8767/6788/115908/23639/3297/203228/7046/9314/7295/114991/9355/26086/117854/10418/5080/6588/84959/25805/5599/22943/23063/6934/1488/65981/120892/7009/9802/4035/8091/488/121665/1203/22873/8874/4776/4792/8487/6815/51339/1965/4140/207/146057/567/9236/302/55323/25942/53339/2072/267/146198/1398/489/1440/1636/2280/650/1869/8904/10498/5566/1054/22933/7040/5329/348/24144/3976/3005/7074"	123
"GO:0005525"	"MF"	"GO:0005525"	"GTP binding"	"130/4686"	"379/18432"	6.25046718442889e-05	0.00952414937227352	0.00878355125390797	"115273/64121/205/9077/2633/115362/2773/5906/389/4893/5872/7818/6016/26052/127829/8934/338382/55733/375/159/11321/30845/23433/5861/11159/390/7277/10123/4735/55207/5868/378/8801/200894/29083/60678/7879/339122/58477/22808/5912/9364/399/55752/2982/54622/84340/23176/309/54974/7280/4337/58528/51175/10981/55915/2770/381/9367/1968/6102/23708/23157/57826/116442/5862/6674/4882/2776/158158/391/10938/81876/5870/23682/2977/6734/221079/22931/9886/56681/2288/3845/10059/120892/7846/23011/400/51184/387496/55647/84932/5106/394/382/51062/51199/2643/376267/8892/3320/1983/122622/79705/4261/54988/1731/6236/10381/91608/27175/201475/11031/7052/57403/2778/148252/2769/3643/9230/1785/126298/2909/6237/2781/23551/9567/55964/11158/4600"	130
"GO:0007015"	"BP"	"GO:0007015"	"actin filament organization"	"146/4576"	"454/18903"	6.27644963767779e-05	0.00295910057321377	0.00232815393389178	"832/3925/6548/65108/79729/126820/829/389/6281/7170/10456/55243/50848/5999/10092/83872/25802/5629/375/56776/10602/55704/119/9168/822/390/7456/7273/4430/55845/90102/3059/3693/5357/5290/1739/118/9948/9353/399/22998/57482/55435/171024/8470/2195/9037/253260/5734/5295/2150/5921/1495/1809/11346/23607/51429/7430/5071/79778/6624/9844/2006/3984/3092/10344/6369/10095/8976/800/136319/7791/357/7114/57477/1730/286527/5358/2316/10395/10174/10565/114822/5339/23189/203228/7169/7111/7046/1902/81873/391/23075/9645/55761/116985/4647/10006/6840/9886/9124/120/57698/3071/10810/3936/1073/382/10979/2764/6710/87/7043/123016/51466/54551/7082/29767/29766/4644/7168/9051/29109/146206/23406/23164/7126/4642/80179/1440/201191/2885/56907/596/343578/79816/85415/2909/11133/91663/57553/9647/10634/11135/11078/84221"	146
"GO:0048144"	"BP"	"GO:0048144"	"fibroblast proliferation"	"43/4576"	"103/18903"	6.32582430059095e-05	0.00295910057321377	0.00232815393389178	"10269/5052/3725/6277/1163/4921/1660/183/2355/2335/84289/55845/7474/56034/5159/972/1026/6648/5154/358/1956/1021/857/94241/4609/153090/2495/4297/648/57178/23063/3981/54331/5371/10933/51003/7157/990/3690/1869/26528/4282/3976"	43
"GO:0022407"	"BP"	"GO:0022407"	"regulation of cell-cell adhesion"	"156/4576"	"490/18903"	6.33896117825986e-05	0.00295910057321377	0.00232815393389178	"8764/7805/80149/8613/3716/1952/26191/51043/50848/22920/149041/27/1604/11221/3707/55083/114548/57162/84695/3552/3553/27177/3557/2736/1803/3676/26154/5270/7048/58515/7474/201627/9223/64332/868/3592/5290/3280/1739/399/5530/51176/55714/836/4651/3572/1946/972/56940/654/9308/3077/10385/3105/3133/10211/7124/4855/3127/3123/3117/3108/3111/3113/3115/1432/266727/27242/100133941/2534/8876/10370/4301/55274/3569/10457/2737/7784/857/5420/6604/51201/4067/8767/3037/5747/80380/340481/301/8013/9314/54542/445/10077/23075/960/4192/55626/923/572/10524/2615/84959/648/1326/5592/288/57178/57678/101/928/7480/3071/9840/10808/1948/56339/3958/384/207/7082/567/5607/64410/18/3566/170692/9780/146850/6347/1845/5578/5573/114897/84034/5771/10892/140885/650/182/100/1051/655/8943/970/7297/6597/23149/84807/7040/5329/91663/9647/6598/3956/861"	156
"GO:0043618"	"BP"	"GO:0043618"	"regulation of transcription from RNA polymerase II promoter in response to stress"	"21/4576"	"39/18903"	6.45630313119537e-05	0.00299219458785328	0.00235419156203754	"3725/405/4582/22926/467/2034/7428/3516/10370/3309/90993/219736/9531/7009/3091/54617/25942/7157/55364/1051/22933"	21
"GO:1901293"	"BP"	"GO:1901293"	"nucleoside phosphate biosynthetic process"	"104/4576"	"306/18903"	6.57454819443423e-05	0.00302523139061038	0.00238018417715795	"64802/978/65018/5538/79717/51727/205/26289/271/515/80308/4720/6391/7371/25874/29922/23057/8564/159/6241/109/790/8942/5163/55022/4705/3615/523/4710/8833/521/10606/1633/4717/2982/2180/6389/134145/79993/8382/1836/79646/347734/60481/6785/221264/9519/2617/9551/10135/3614/4708/51422/5634/7114/56474/5160/5165/5631/2182/50484/7415/4882/4702/23413/6240/8050/51144/4723/2977/1737/132/9060/83401/51703/4522/4707/122481/9556/122622/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/54963/374291/7040/6576/23181/4535/4536/4537/4539/4538"	104
"GO:0006163"	"BP"	"GO:0006163"	"purine nucleotide metabolic process"	"152/4576"	"476/18903"	6.63128546170536e-05	0.00302969793931248	0.00238369835745512	"64802/1969/65018/5538/79717/5563/205/5142/26289/2773/271/515/260425/405/10654/477/4720/6391/25874/29922/5208/159/109/7498/23433/8802/5163/55022/4705/3615/8801/523/26137/4710/8833/1739/521/10606/1633/4717/2982/51166/2180/6389/134145/5562/5144/79993/3094/8382/1836/79646/347734/60481/6785/4907/57673/221264/5167/27115/10846/8460/9551/51024/3614/4708/51422/5634/7114/5160/5165/55190/5631/2182/9583/7415/4882/195827/4702/114789/23413/84188/3939/8050/51144/572/4723/254552/84649/2977/1737/11164/80201/132/9060/83401/57678/51703/2026/55711/10059/120892/5213/4598/144811/3356/51292/3091/4522/641371/10965/4707/9556/122622/83440/5151/339123/4832/527/115/54988/4706/6817/5198/9611/230/6774/80347/79877/516/80221/498/80025/84532/55902/100/514/374291/3643/5141/7040/6576/8459/9567/706/5211/23181/4535/4536/4537/4539/4538"	152
"GO:0001933"	"BP"	"GO:0001933"	"negative regulation of protein phosphorylation"	"113/4576"	"338/18903"	7.14664861705678e-05	0.00324216270359717	0.00255086086665148	"55450/2048/80149/8613/3725/26191/103/2629/55243/5997/11221/64853/183/64754/80851/28951/7498/6546/3553/54431/55022/5468/9467/8850/23171/1849/868/5291/1609/9353/7345/6423/836/5144/100506658/324/5515/6879/6690/1843/56940/1026/135228/5570/5167/7128/154043/5071/11116/5575/3486/3315/7532/3082/857/494551/51422/1756/10251/4067/5569/10221/5339/203228/3301/2776/153090/2022/6609/7251/5080/9479/84959/56288/22943/27250/80824/120892/4035/26524/10464/3843/58533/51637/22863/207/26585/11261/79705/54386/140775/1845/5573/9021/5771/55364/6317/140885/650/55861/655/56937/1032/22933/7040/348/84335/91662/91663/1399/9647/27124/104"	113
"GO:0043122"	"BP"	"GO:0043122"	"regulation of I-kappaB kinase/NF-kappaB signaling"	"89/4576"	"255/18903"	7.37436905015353e-05	0.00332207590357266	0.00261373477927783	"57449/65018/3065/55223/80149/4919/79971/1491/10542/389/653519/56957/1893/6275/6284/55870/57162/3552/3553/10010/8837/843/7474/10342/27032/286827/79155/1665/399/79931/205860/339976/2149/2150/972/10318/8878/7124/3123/347734/10758/2534/2697/7128/5071/3315/11040/60401/2316/8795/8767/84270/9830/1902/7099/7185/153090/10783/64170/117854/85363/10346/56674/79671/10133/8945/81603/51026/7334/10206/84962/5587/57161/54469/339123/7329/9516/54386/9100/4215/8780/10892/2280/8904/57153/684/4793/91662/3956"	89
"GO:0009612"	"BP"	"GO:0009612"	"response to mechanical stimulus"	"76/4576"	"211/18903"	7.54714262548864e-05	0.00337629811065263	0.00265639559515554	"6548/6513/3725/1435/477/50848/4921/5743/824/183/6262/6546/3553/7273/5270/5894/7048/5028/5290/3064/55584/2247/6507/5734/84059/654/9856/7124/1432/2729/2534/10370/2115/358/83862/136319/5764/1756/285/8795/8989/5747/5339/90865/5727/25861/7099/2022/2021/4192/5024/572/23621/5599/79955/9531/664/3736/54407/8738/3356/4323/4792/4212/4313/1535/9780/3690/1277/3759/6662/1000/8792/8200/1265/3727"	76
"GO:0030018"	"CC"	"GO:0030018"	"Z disc"	"51/4763"	"130/19869"	7.57779031489572e-05	0.00133816888060772	0.00102789643745117	"2275/6513/5142/91624/844/91156/1465/5525/5664/9453/6262/6546/2274/7273/23363/51719/776/2317/339855/10611/5530/287/171024/51778/23022/27295/8470/11346/667/3315/2318/10049/1756/2316/64236/56704/114907/5339/55742/1410/288/11155/9124/9531/6334/1073/23224/87/51676/2280/10398"	51
"GO:0044403"	"BP"	"GO:0044403"	"biological process involved in symbiotic interaction"	"104/4576"	"307/18903"	7.60618512356128e-05	0.00337924445282633	0.00265871371106697	"8764/1969/8547/3065/55223/80149/3725/6700/50848/9213/8934/1604/1803/2335/55207/5868/11334/25978/3693/7879/5359/185/286827/131578/5978/3576/950/51176/8819/205860/339976/2150/1436/972/7919/3123/6993/6950/3482/5071/1956/222236/222256/857/9189/9367/2332/1508/91782/11059/4061/51510/9830/2040/64170/10581/8519/10410/117854/85363/10346/6609/440026/7251/6520/5091/219931/7405/4684/5818/25833/81603/904/3678/8091/6404/3356/1948/22938/8812/10572/440275/57617/7301/290/5045/4261/6348/6351/3690/2194/57132/4864/9525/6317/682/3643/6597/558/5817/348/5297/6598/3956"	104
"GO:0007041"	"BP"	"GO:0007041"	"lysosomal transport"	"51/4576"	"129/18903"	7.8150413129628e-05	0.00342479565565349	0.00269455237536097	"65018/7805/6272/81609/23557/338382/30845/9648/55207/25978/7879/2580/950/63971/3482/5071/54664/9179/3920/6845/91782/64089/22898/203228/51510/7415/7251/738/219931/8031/26985/4074/120892/4035/55681/22863/63894/57617/23274/164/83547/9842/114804/201475/57132/4864/57724/9525/8943/80700/55850"	51
"GO:2000027"	"BP"	"GO:2000027"	"regulation of animal organ morphogenesis"	"51/4576"	"129/18903"	7.8150413129628e-05	0.00342479565565349	0.00269455237536097	"4919/1952/1435/183/1951/7474/6091/4487/10427/2247/6423/2668/1601/2246/7124/5754/22881/10370/5154/3082/57154/367/9968/7976/6591/115908/89958/55366/22943/219736/10818/10082/5083/51339/6495/55727/26585/2252/55897/1856/3975/3217/54903/64750/6662/650/655/57664/84133/9620/7074"	51
"GO:0051047"	"BP"	"GO:0051047"	"positive regulation of secretion"	"103/4576"	"304/18903"	8.15475803560043e-05	0.00354485157495652	0.00278900967882084	"65018/79971/55204/6281/25874/2752/5321/134/5208/183/8564/6382/3552/3553/7273/8941/5468/5868/10015/8618/7879/51714/5028/952/6696/5530/64083/2668/1601/5019/2150/5122/6690/654/3077/3134/3123/23607/9474/134957/7430/2852/358/3624/7784/1020/9367/94121/2182/6845/4824/8754/6386/10497/7099/6812/9536/7251/9066/572/9846/9854/55691/8027/6934/101/10059/5213/9498/5025/338442/8660/84932/5106/382/3091/376267/10972/7043/1588/302/192683/4828/18/3566/112755/164/1535/9501/57555/242/91608/201294/114897/8792/9525/650/7040/3783/54795/7376/945/4282"	103
"GO:0048545"	"BP"	"GO:0048545"	"response to steroid hormone"	"113/4576"	"339/18903"	8.19905129879729e-05	0.00354485157495652	0.00278900967882084	"6339/3065/178/2629/477/5743/3192/64754/6382/81606/55818/1261/3557/8837/3417/1373/10474/7048/27086/5290/952/9353/5978/3490/6696/4306/3148/836/55325/6502/1601/5122/5066/4015/6879/6586/654/7124/55809/85315/6446/2852/3569/358/857/5931/190/10013/367/4824/6781/8754/5327/114907/3301/687/301/8013/210/5069/2022/445/20/133/4192/572/2101/10413/8644/648/8031/57178/2288/2/490/9612/2706/6049/51569/730249/5106/29966/5732/677/7043/57617/9101/10081/21/79447/1535/5176/9611/672/1277/1636/8313/23558/4864/498/596/5111/655/56937/9667/10498/6597/7538/7040/478/706/3275/4537"	113
"GO:0030427"	"CC"	"GO:0030427"	"site of polarized growth"	"64/4763"	"173/19869"	8.23740591940621e-05	0.00142232542208414	0.00109254015352124	"65018/9860/1314/10092/23046/5664/149371/3676/8941/2043/25791/26059/91653/2596/3059/323/23022/10409/56104/1809/114787/6624/22853/1020/2332/3897/2316/81551/203228/5727/25861/6809/5818/9638/10006/54536/55361/118813/57698/2288/2026/114134/120892/5101/57447/51199/3320/4644/4756/267/10300/10381/5048/9513/51393/4137/3675/201255/1630/5802/1785/57616/22933/27124"	64
"GO:1905477"	"BP"	"GO:1905477"	"positive regulation of protein localization to membrane"	"42/4576"	"101/18903"	8.52346687573504e-05	0.00366054490756567	0.00288003459695889	"1969/2048/84455/163882/7130/56947/2042/27032/5357/1739/5295/8878/7124/2534/7430/5071/2852/1956/245812/51024/285966/1020/65267/51201/2040/391/25921/6809/5599/288/4035/382/3958/9495/207/11261/5780/57555/342667/4836/3675/23255"	42
"GO:0022617"	"BP"	"GO:0022617"	"extracellular matrix disassembly"	"29/4576"	"62/18903"	8.78979609859357e-05	0.00373514257665692	0.00293872636915686	"1520/1513/57326/8751/9507/4921/3915/149371/1803/2191/4241/10211/6624/3569/1515/4319/4312/4314/4321/101/4035/3936/4323/5045/4313/146206/7040/4320/11096"	29
"GO:0006644"	"BP"	"GO:0006644"	"phospholipid metabolic process"	"127/4576"	"389/18903"	8.8131274705348e-05	0.00373514257665692	0.00293872636915686	"5293/55650/2170/347735/3633/84879/8613/10026/126969/51205/10903/8394/5298/10654/2224/93183/5279/9588/5321/9926/824/3707/9453/129642/22979/85465/253558/94101/3417/114884/5333/51447/57406/5291/5359/5337/5290/1609/55300/27163/166929/81579/2247/8821/54545/5295/1436/5159/116150/57515/56895/5154/222236/50640/4952/8776/4204/66036/84513/3612/55529/9791/5168/23167/10558/84302/55151/8818/22845/56623/20/81490/114879/6609/84188/5286/114971/5331/7405/23682/3422/259230/253430/142891/55361/57678/196051/55500/1606/114882/56994/4598/57605/9107/160851/3356/63874/84962/22863/9517/11261/21/51573/5048/146850/10400/94005/284098/30837/8526/9021/9489/5833/171586/128869/8813/8612/23396/57153/64748/7376/27440/5297/27124/80339/8867/56894"	127
"GO:0009411"	"BP"	"GO:0009411"	"response to UV"	"57/4576"	"149/18903"	9.06019340256468e-05	0.00381475594113213	0.00300136437793938	"10277/7398/7391/5743/51514/163859/23596/8491/84236/993/4311/3592/836/5562/1161/5295/7320/1026/5429/5796/4216/358/1956/7076/7319/51435/94241/4609/6609/1643/10714/4312/4314/5599/675/56339/4776/1965/207/440275/90427/54617/9768/5371/2072/9683/4313/4157/7157/4239/90313/55364/596/5111/79913/1153/1032"	57
"GO:1905475"	"BP"	"GO:1905475"	"regulation of protein localization to membrane"	"64/4576"	"172/18903"	9.14601513248417e-05	0.0038258850313937	0.00301012049643959	"1969/2048/26119/84455/2633/5906/5525/163882/23433/116372/7130/56947/55022/54585/2042/27032/5357/1173/131578/1739/1601/5295/8878/7124/2534/7430/5071/2852/1956/245812/221914/51024/285966/1020/65267/367/2664/51201/10434/6505/2040/391/25921/6809/5599/288/4035/10082/4323/25831/382/3958/9495/207/11261/5780/57555/342667/4836/3675/23255/1000/7040/1399"	64
"GO:0030426"	"CC"	"GO:0030426"	"growth cone"	"62/4763"	"167/19869"	9.37233795137918e-05	0.00158311012787427	0.00121604476394325	"65018/9860/1314/10092/23046/5664/149371/3676/8941/2043/25791/26059/91653/2596/323/23022/10409/56104/1809/114787/6624/22853/1020/2332/3897/2316/81551/203228/5727/25861/6809/5818/9638/10006/54536/118813/57698/2288/2026/114134/120892/5101/57447/51199/3320/4644/4756/267/10300/10381/5048/9513/51393/4137/3675/201255/1630/5802/1785/57616/22933/27124"	62
"GO:0097193"	"BP"	"GO:0097193"	"intrinsic apoptotic signaling pathway"	"101/4576"	"298/18903"	9.3736733290748e-05	0.00388996136640037	0.00306053431906041	"1969/65018/1870/2537/3065/6421/204851/4170/10962/6280/4582/3428/5743/23612/6201/5163/151126/54431/3708/58515/5291/11235/4487/7466/6423/836/5295/6880/3094/8382/972/7124/1026/100133941/8876/9774/6648/5071/3315/51024/857/60401/10134/8795/4824/5423/6591/50484/4609/10210/3301/29979/153090/138151/960/9479/90993/114971/79073/572/84447/837/259230/10105/3070/664/8531/10059/120892/7009/4193/317/675/7178/8428/599/4776/30001/3091/22938/9529/84334/23368/207/5371/55829/1540/8996/51741/489/7157/672/9368/5771/596/1869/1051/1032/5329/9647/4282"	101
"GO:0051056"	"BP"	"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"103/4576"	"305/18903"	9.41996232782455e-05	0.00388996136640037	0.00306053431906041	"57449/2048/3925/9411/1435/4853/56882/9909/9826/50848/55103/27/3707/23550/1123/25791/9901/5894/9922/50650/6091/57514/8997/5291/9353/79658/26269/153478/55914/202243/2149/2150/5921/56990/64411/5159/1794/8878/10211/5863/8831/23607/57221/100271927/23229/2846/154796/10251/157285/10395/23362/3084/10565/22898/23189/55667/89846/19/1902/153090/84253/64787/23075/392/8567/116985/51196/23268/3845/221178/90627/23263/22821/55701/394/253959/382/6655/26037/64423/9289/25894/1398/23108/7126/57636/201176/3675/55379/396/10928/7052/343578/1785/23094/9138/348/2828/2909/8216/613/27128/7074"	103
"GO:0030500"	"BP"	"GO:0030500"	"regulation of bone mineralization"	"36/4576"	"83/18903"	9.53963215731873e-05	0.00391428728391384	0.00307967340512837	"10269/1893/4921/130497/51374/6546/659/1230/658/166929/56172/4208/84059/2201/654/55603/5167/56975/5764/55787/54880/5552/7421/7480/490/338773/3091/7043/26585/6348/4077/6662/650/655/7040/54795"	36
"GO:0005776"	"CC"	"GO:0005776"	"autophagosome"	"46/4763"	"115/19869"	9.66964738301477e-05	0.00159857787587287	0.00122792610664488	"56893/79443/25978/141/7879/3064/57533/23001/9140/8878/9474/25851/29978/3920/91782/9583/9821/94241/203228/51510/29979/55626/2495/7405/10133/8031/29982/23232/143187/23710/120892/10548/5587/22863/57617/11345/81631/4077/9842/10241/55062/2548/201475/57132/58476/2512"	46
"GO:0060090"	"MF"	"GO:0060090"	"molecular adaptor activity"	"162/4686"	"492/18432"	9.70321966078171e-05	0.0131424719627699	0.0121205129797835	"9341/1676/26119/6548/27245/23673/553115/10542/11218/260425/9554/9557/51107/5710/6464/28956/23385/10228/23057/51514/119/23363/130340/164781/79083/4735/7428/7048/51143/51364/9223/151987/55/1173/1739/53407/6649/9908/55752/287/171024/57630/8470/54463/253260/1601/54557/5295/4015/56990/23176/57515/8676/23328/6624/256979/3092/10282/1278/1174/51024/857/55841/80311/6853/29978/367/6451/23157/2332/3054/4204/6845/9046/7993/9821/6386/6921/203062/25853/64768/9314/153090/286257/117854/85363/10346/387755/9479/55626/6809/5331/10714/9846/6734/10133/55691/7431/10006/288/8945/143187/6934/2288/120892/904/10818/8738/22873/8906/9472/122773/23588/5706/3958/23224/9495/11161/85439/23768/161176/122416/57617/4130/23431/83464/9768/64410/9894/9351/51283/1731/112755/267/164/1398/1856/6774/162427/4137/8313/9368/2885/9229/8774/596/182/1869/22839/8202/4773/6449/55850/162989/57553/54487/1399/10634/4627/29775/25777/55964"	162
